booking_id,date,time,city,pickup_location,drop_location,vehicle_type,ride_distance,booking_value,driver_rating,customer_rating,payment_method,wait_time,booking_status,cancelled_by_customer,cancelled_by_driver,customer_cancel_reason,driver_cancel_reason,booking_datetime,is_cancelled,is_completed,hour,day_of_week,is_weekend,is_peak_hour,fare_per_km,segment_bookings,segment_avg_wait,segment_avg_fare,segment_avg_distance,city_bookings,city_avg_fare,distance_bucket,fare_bucket
11,2024-01-01,03:20:00,Mumbai,Airport,Railway Station,Auto,16.34,416.07,5.0,4.9,Card,7.12,Cancelled,0,1,Long wait time,Customer changed plans,2024-01-01 03:20:00,1,0,3,0,0,0,25.46328029375765,138,6.441666666666667,188.81898550724637,7.991956521739131,4150,204.35813493975903,very_long,premium
12,2024-01-01,03:40:00,Chennai,Market,University,Auto,5.36,124.09,4.75,3.73,Wallet,4.5,Completed,0,0,,,2024-01-01 03:40:00,0,1,3,0,0,0,23.151119402985078,117,5.748461538461539,204.97188034188034,9.013247863247862,4155,204.11986762936223,medium,low
13,2024-01-01,04:00:00,Mumbai,Railway Station,University,Mini,10.77,219.36,4.74,4.57,Wallet,20.13,Completed,0,0,,,2024-01-01 04:00:00,0,1,4,0,0,0,20.367688022284124,126,6.143412698412699,212.18992063492064,9.043015873015873,4150,204.35813493975903,long,high
14,2024-01-01,04:20:00,Delhi,Market,University,Mini,9.96,239.92,3.99,3.86,Wallet,2.68,Completed,0,0,,,2024-01-01 04:20:00,0,1,4,0,0,0,24.088353413654616,143,5.897832167832168,215.60608391608392,9.371888111888113,4181,205.5532791198278,long,high
15,2024-01-01,04:40:00,Hyderabad,Hospital,Hospital,Mini,5.0,136.17,4.29,4.08,Cash,3.66,Completed,0,0,,,2024-01-01 04:40:00,0,1,4,0,0,0,27.234,146,5.912945205479452,199.38801369863015,8.50431506849315,4218,204.3446846846847,medium,mid
16,2024-01-01,05:00:00,Pune,Market,Airport,Auto,11.36,228.74,4.24,3.44,UPI,1.0,Completed,0,0,,,2024-01-01 05:00:00,0,1,5,0,0,0,20.13556338028169,138,6.009420289855072,203.68565217391304,8.867536231884058,4079,206.66771512625644,long,high
17,2024-01-01,05:20:00,Bengaluru,Tech Park,Tech Park,Auto,6.86,209.03,4.23,4.12,Cash,5.29,Completed,0,0,,,2024-01-01 05:20:00,0,1,5,0,0,0,30.47084548104956,134,6.626044776119403,205.1061194029851,8.845373134328359,4217,206.72134930045058,medium,high
18,2024-01-01,05:40:00,Delhi,Airport,Mall,Prime Sedan,3.81,119.45,4.06,4.11,Wallet,4.06,Completed,0,0,,,2024-01-01 05:40:00,0,1,5,0,0,0,31.35170603674541,97,6.651855670103093,203.3332989690722,8.588453608247423,4181,205.5532791198278,medium,low
19,2024-01-01,06:00:00,Hyderabad,Hospital,Railway Station,Mini,12.31,232.94,4.47,4.08,Card,5.71,Completed,0,0,,,2024-01-01 06:00:00,0,1,6,0,0,0,18.92282696994313,146,5.912945205479452,199.38801369863015,8.50431506849315,4218,204.3446846846847,long,high
20,2024-01-01,06:20:00,Bengaluru,Railway Station,University,Bike,2.72,84.65,4.47,5.0,Cash,5.07,Cancelled,0,0,Long wait time,Customer changed plans,2024-01-01 06:20:00,1,0,6,0,0,0,31.121323529411764,115,7.276,205.8484347826087,8.94886956521739,4217,206.72134930045058,short,low
21,2024-01-01,06:40:00,Hyderabad,Airport,Market,Mini,4.39,122.84,4.03,4.63,Cash,20.38,Cancelled,1,1,Driver not moving,Long wait time,2024-01-01 06:40:00,1,0,6,0,0,0,27.98177676537586,136,6.5872794117647056,206.00875,9.003529411764706,4218,204.3446846846847,medium,low
22,2024-01-01,07:00:00,Hyderabad,Residential,Tech Park,SUV,8.12,192.32,4.09,3.86,Cash,7.62,Cancelled,1,0,Long wait time,Driver asked to cancel,2024-01-01 07:00:00,1,0,7,0,0,0,23.68472906403941,63,6.784126984126984,207.1731746031746,8.635238095238096,4218,204.3446846846847,long,high
23,2024-01-01,07:20:00,Mumbai,University,Railway Station,Bike,13.31,262.57,4.42,3.81,Wallet,9.5,Cancelled,0,0,High fare,Driver not moving,2024-01-01 07:20:00,1,0,7,0,0,0,19.727272727272727,93,5.809139784946237,209.637311827957,9.251290322580646,4150,204.35813493975903,long,premium
24,2024-01-01,07:40:00,Delhi,Tech Park,Railway Station,Auto,11.83,247.91,4.34,4.62,Cash,5.84,Cancelled,0,0,Driver not moving,Driver not moving,2024-01-01 07:40:00,1,0,7,0,0,0,20.95604395604396,99,5.812424242424242,197.58666666666664,8.238484848484848,4181,205.5532791198278,long,high
25,2024-01-01,08:00:00,Chennai,Airport,Railway Station,Bike,9.16,254.56,4.14,3.75,UPI,6.55,Cancelled,0,0,High fare,Long wait time,2024-01-01 08:00:00,1,0,8,0,0,1,27.79039301310044,122,6.7172950819672135,216.2554918032787,9.269016393442623,4155,204.11986762936223,long,high
26,2024-01-01,08:20:00,Pune,Tech Park,Market,Mini,2.0,121.88,4.28,4.04,UPI,5.67,Cancelled,0,1,Driver not moving,High fare,2024-01-01 08:20:00,1,0,8,0,0,1,60.94,124,6.936854838709677,194.72225806451613,8.15733870967742,4079,206.66771512625644,short,low
27,2024-01-01,08:40:00,Delhi,Airport,Tech Park,SUV,5.18,174.0,3.89,4.71,Card,5.75,Completed,0,0,,,2024-01-01 08:40:00,0,1,8,0,0,1,33.59073359073359,69,5.187536231884058,188.72898550724636,7.870869565217392,4181,205.5532791198278,medium,mid
28,2024-01-01,09:00:00,Bengaluru,Market,Tech Park,Auto,6.06,152.61,4.58,4.06,Wallet,3.38,Cancelled,1,1,Customer changed plans,Driver asked to cancel,2024-01-01 09:00:00,1,0,9,0,0,1,25.183168316831686,126,6.663015873015873,211.19896825396825,9.022460317460316,4217,206.72134930045058,medium,mid
29,2024-01-01,09:20:00,Mumbai,Railway Station,Mall,Prime Sedan,3.66,154.27,4.21,3.94,Cash,9.33,Cancelled,0,1,Driver not moving,Driver asked to cancel,2024-01-01 09:20:00,1,0,9,0,0,1,42.15027322404372,101,6.186633663366337,208.18356435643565,8.846732673267326,4150,204.35813493975903,medium,mid
30,2024-01-01,09:40:00,Delhi,University,Market,SUV,1.53,109.09,4.2,3.93,Card,21.24,Completed,0,0,,,2024-01-01 09:40:00,0,1,9,0,0,1,71.30065359477125,56,6.701607142857143,192.50428571428571,7.905714285714285,4181,205.5532791198278,short,low
31,2024-01-01,10:00:00,Hyderabad,Tech Park,Airport,Auto,8.39,262.44,4.52,3.85,Card,5.83,Completed,0,0,,,2024-01-01 10:00:00,0,1,10,0,0,1,31.280095351609056,113,6.072654867256637,217.22920353982303,9.156194690265487,4218,204.3446846846847,long,premium
32,2024-01-01,10:20:00,Delhi,Market,Residential,SUV,12.07,339.7,4.72,4.73,Cash,2.39,Cancelled,0,0,High fare,High fare,2024-01-01 10:20:00,1,0,10,0,0,1,28.144159072079532,52,7.009038461538461,192.67115384615383,8.24076923076923,4181,205.5532791198278,long,premium
33,2024-01-01,10:40:00,Mumbai,Railway Station,Tech Park,Prime Sedan,5.72,155.78,4.35,4.33,UPI,10.88,Cancelled,1,0,Long wait time,Customer changed plans,2024-01-01 10:40:00,1,0,10,0,0,1,27.234265734265737,101,6.186633663366337,208.18356435643565,8.846732673267326,4150,204.35813493975903,medium,mid
34,2024-01-01,11:00:00,Pune,Airport,Tech Park,Mini,13.21,326.52,4.13,4.12,Wallet,15.61,Cancelled,1,0,Driver not moving,Driver asked to cancel,2024-01-01 11:00:00,1,0,11,0,0,0,24.717638152914457,146,6.310068493150685,198.9645890410959,8.744041095890411,4079,206.66771512625644,long,premium
35,2024-01-01,11:20:00,Bengaluru,Residential,Residential,Bike,2.44,88.87,4.49,4.17,Cash,3.55,Completed,0,0,,,2024-01-01 11:20:00,0,1,11,0,0,0,36.42213114754099,125,6.82376,199.0232,8.686639999999999,4217,206.72134930045058,short,low
36,2024-01-01,11:40:00,Pune,Mall,Railway Station,Mini,3.48,97.75,4.37,4.57,Wallet,1.92,Completed,0,0,,,2024-01-01 11:40:00,0,1,11,0,0,0,28.08908045977012,158,6.550822784810126,205.47462025316457,8.949050632911392,4079,206.66771512625644,medium,low
37,2024-01-01,12:00:00,Chennai,Airport,Mall,Bike,8.27,198.43,4.46,4.02,Wallet,8.64,Cancelled,1,1,Driver not moving,High fare,2024-01-01 12:00:00,1,0,12,0,0,0,23.993954050785977,122,6.7172950819672135,216.2554918032787,9.269016393442623,4155,204.11986762936223,long,high
38,2024-01-01,12:20:00,Chennai,Hospital,University,Bike,5.37,127.42,4.63,4.25,Cash,5.97,Completed,0,0,,,2024-01-01 12:20:00,0,1,12,0,0,0,23.728119180633147,94,7.142872340425531,200.43308510638298,8.659787234042552,4155,204.11986762936223,medium,low
39,2024-01-01,12:40:00,Hyderabad,Market,Market,Prime Sedan,11.43,226.43,4.29,3.83,Wallet,8.08,Cancelled,1,0,Customer changed plans,Driver asked to cancel,2024-01-01 12:40:00,1,0,12,0,0,0,19.81014873140857,116,6.650431034482759,189.40439655172415,7.992155172413794,4218,204.3446846846847,long,high
40,2024-01-01,13:00:00,Mumbai,Hospital,Market,Prime Sedan,10.25,207.97,4.71,4.95,Cash,5.5,Cancelled,1,0,Customer changed plans,Customer changed plans,2024-01-01 13:00:00,1,0,13,0,0,0,20.28975609756097,96,7.074375,209.26739583333332,9.3746875,4150,204.35813493975903,long,high
41,2024-01-01,13:20:00,Chennai,Railway Station,Railway Station,SUV,5.65,148.85,4.15,4.44,UPI,4.63,Completed,0,0,,,2024-01-01 13:20:00,0,1,13,0,0,0,26.34513274336283,56,6.601785714285714,215.77392857142857,9.401607142857143,4155,204.11986762936223,medium,mid
42,2024-01-01,13:40:00,Pune,Residential,Hospital,Auto,2.65,92.15,4.11,3.67,Wallet,2.54,Cancelled,1,1,Driver asked to cancel,Driver asked to cancel,2024-01-01 13:40:00,1,0,13,0,0,0,34.77358490566038,107,6.202242990654206,194.90289719626168,8.464485981308412,4079,206.66771512625644,short,low
43,2024-01-01,14:00:00,Mumbai,Airport,Tech Park,Mini,5.18,149.69,4.66,3.99,UPI,7.34,Cancelled,1,0,High fare,Driver asked to cancel,2024-01-01 14:00:00,1,0,14,0,0,0,28.8976833976834,128,6.825234375,190.8521875,7.7040625,4150,204.35813493975903,medium,mid
44,2024-01-01,14:20:00,Chennai,University,University,Mini,10.41,269.24,4.5,3.96,Card,1.65,Completed,0,0,,,2024-01-01 14:20:00,0,1,14,0,0,0,25.86359269932757,151,6.021986754966888,210.3647682119205,8.955033112582782,4155,204.11986762936223,long,premium
45,2024-01-01,14:40:00,Bengaluru,Hospital,Market,Auto,11.73,261.11,4.29,4.16,Wallet,9.3,Cancelled,0,1,Driver not moving,Long wait time,2024-01-01 14:40:00,1,0,14,0,0,0,22.26001705029838,125,6.4276800000000005,217.79095999999998,9.632,4217,206.72134930045058,long,premium
46,2024-01-01,15:00:00,Mumbai,University,Tech Park,Prime Sedan,5.38,154.43,4.34,5.0,Card,8.87,Cancelled,1,0,Long wait time,Driver not moving,2024-01-01 15:00:00,1,0,15,0,0,0,28.704460966542754,102,6.409411764705882,217.86049019607844,9.77029411764706,4150,204.35813493975903,medium,mid
47,2024-01-01,15:20:00,Pune,University,Market,Mini,1.52,71.59,4.25,4.04,Cash,7.13,Completed,0,0,,,2024-01-01 15:20:00,0,1,15,0,0,0,47.09868421052632,129,6.694418604651163,189.86651162790696,8.157286821705426,4079,206.66771512625644,short,low
48,2024-01-01,15:40:00,Delhi,University,University,Mini,2.32,80.33,4.28,4.16,Cash,12.82,Completed,0,0,,,2024-01-01 15:40:00,0,1,15,0,0,0,34.625,156,6.612115384615385,217.83653846153845,9.416153846153847,4181,205.5532791198278,short,low
49,2024-01-01,16:00:00,Chennai,Airport,Railway Station,Bike,9.87,213.94,3.92,3.91,Cash,4.3,Cancelled,0,1,Driver not moving,High fare,2024-01-01 16:00:00,1,0,16,0,0,0,21.675785207700105,122,6.7172950819672135,216.2554918032787,9.269016393442623,4155,204.11986762936223,long,high
50,2024-01-01,16:20:00,Bengaluru,Tech Park,University,Mini,5.58,145.52,4.08,4.31,UPI,4.18,Cancelled,1,1,High fare,High fare,2024-01-01 16:20:00,1,0,16,0,0,0,26.078853046594983,147,6.278707482993197,217.71054421768707,9.40891156462585,4217,206.72134930045058,medium,mid
51,2024-01-01,16:40:00,Pune,Residential,Market,Mini,5.68,167.4,4.3,3.93,Cash,3.93,Cancelled,1,0,High fare,Driver asked to cancel,2024-01-01 16:40:00,1,0,16,0,0,0,29.471830985915496,139,5.831942446043166,200.62338129496405,8.485323741007194,4079,206.66771512625644,medium,mid
52,2024-01-01,17:00:00,Delhi,Airport,Railway Station,Mini,3.44,95.1,3.8,3.9,Cash,6.19,Completed,0,0,,,2024-01-01 17:00:00,0,1,17,0,0,1,27.6453488372093,156,6.103461538461539,217.005,9.282884615384615,4181,205.5532791198278,medium,low
53,2024-01-01,17:20:00,Hyderabad,Hospital,University,Bike,3.39,101.44,3.59,4.02,Wallet,4.94,Completed,0,0,,,2024-01-01 17:20:00,0,1,17,0,0,1,29.92330383480826,112,6.301071428571428,192.40205357142855,8.128214285714286,4218,204.3446846846847,medium,low
54,2024-01-01,17:40:00,Mumbai,University,Residential,Mini,13.06,274.89,3.79,4.28,Cash,3.82,Cancelled,0,0,High fare,Driver not moving,2024-01-01 17:40:00,1,0,17,0,0,1,21.04823889739663,155,5.740774193548387,216.36354838709676,9.410387096774192,4150,204.35813493975903,long,premium
55,2024-01-01,18:00:00,Delhi,Railway Station,Mall,Mini,10.1,273.77,4.76,4.16,Wallet,4.09,Cancelled,1,1,Driver asked to cancel,High fare,2024-01-01 18:00:00,1,0,18,0,0,1,27.105940594059405,141,5.7582978723404254,206.32574468085107,8.849574468085105,4181,205.5532791198278,long,premium
56,2024-01-01,18:20:00,Chennai,Airport,Residential,Auto,4.67,161.63,5.0,4.22,Card,6.9,Completed,0,0,,,2024-01-01 18:20:00,0,1,18,0,0,1,34.610278372591004,123,6.94089430894309,226.44926829268292,9.900650406504065,4155,204.11986762936223,medium,mid
57,2024-01-01,18:40:00,Hyderabad,Market,Tech Park,Auto,7.87,216.39,4.45,4.62,Cash,11.97,Completed,0,0,,,2024-01-01 18:40:00,0,1,18,0,0,1,27.495552731893262,112,5.918482142857143,199.55839285714288,8.871428571428572,4218,204.3446846846847,medium,high
58,2024-01-01,19:00:00,Hyderabad,Market,Railway Station,Prime Sedan,8.81,201.06,4.29,3.68,Card,3.31,Cancelled,1,1,High fare,Customer changed plans,2024-01-01 19:00:00,1,0,19,0,0,1,22.82179341657208,116,6.650431034482759,189.40439655172415,7.992155172413794,4218,204.3446846846847,long,high
59,2024-01-01,19:20:00,Chennai,Mall,University,Mini,20.09,387.44,4.75,4.31,UPI,1.0,Completed,0,0,,,2024-01-01 19:20:00,0,1,19,0,0,1,19.285216525634645,163,5.98680981595092,210.56018404907974,8.971104294478527,4155,204.11986762936223,very_long,premium
60,2024-01-01,19:40:00,Hyderabad,Hospital,Hospital,Prime Sedan,3.15,158.02,3.97,4.76,UPI,8.5,Completed,0,0,,,2024-01-01 19:40:00,0,1,19,0,0,1,50.16507936507937,100,6.9213,194.6852,7.7663,4218,204.3446846846847,medium,mid
61,2024-01-01,20:00:00,Mumbai,Market,Residential,Bike,8.73,225.68,4.46,4.74,Wallet,2.4,Cancelled,0,0,Customer changed plans,Customer changed plans,2024-01-01 20:00:00,1,0,20,0,0,1,25.851088201603662,104,6.430192307692308,215.17634615384617,9.049903846153846,4150,204.35813493975903,long,high
62,2024-01-01,20:20:00,Mumbai,Residential,Residential,Bike,13.02,357.09,4.46,4.31,Wallet,11.95,Cancelled,0,0,Long wait time,Driver not moving,2024-01-01 20:20:00,1,0,20,0,0,1,27.42626728110599,90,7.410555555555556,214.93122222222223,9.333888888888888,4150,204.35813493975903,long,premium
63,2024-01-01,20:40:00,Delhi,Railway Station,University,SUV,18.66,408.06,4.26,4.53,Wallet,9.54,Cancelled,1,1,Customer changed plans,High fare,2024-01-01 20:40:00,1,0,20,0,0,1,21.868167202572348,44,6.084090909090909,195.75659090909093,8.190227272727272,4181,205.5532791198278,very_long,premium
64,2024-01-01,21:00:00,Bengaluru,Hospital,University,SUV,4.49,136.27,3.7,4.8,UPI,10.14,Cancelled,1,0,High fare,Customer changed plans,2024-01-01 21:00:00,1,0,21,0,0,1,30.34966592427617,52,6.809230769230769,198.54211538461539,8.549807692307692,4217,206.72134930045058,medium,mid
65,2024-01-01,21:20:00,Chennai,Airport,Market,Mini,5.53,195.62,4.74,3.89,Cash,5.7,Completed,0,0,,,2024-01-01 21:20:00,0,1,21,0,0,1,35.374321880651,172,6.831453488372093,208.20186046511628,8.78360465116279,4155,204.11986762936223,medium,high
66,2024-01-01,21:40:00,Delhi,Mall,University,Auto,11.5,304.64,4.15,4.07,Cash,11.53,Completed,0,0,,,2024-01-01 21:40:00,0,1,21,0,0,1,26.49043478260869,122,6.1268032786885245,205.8987704918033,8.922786885245902,4181,205.5532791198278,long,premium
67,2024-01-01,22:00:00,Chennai,Railway Station,Airport,Auto,1.97,78.25,4.1,3.98,Cash,7.28,Completed,0,0,,,2024-01-01 22:00:00,0,1,22,0,0,0,39.72081218274112,129,6.483720930232558,201.0391472868217,8.32968992248062,4155,204.11986762936223,short,low
68,2024-01-01,22:20:00,Bengaluru,Railway Station,Mall,Prime Sedan,9.31,173.19,3.82,4.14,Card,6.86,Completed,0,0,,,2024-01-01 22:20:00,0,1,22,0,0,0,18.602577873254564,109,5.9265137614678896,195.8440366972477,8.309816513761469,4217,206.72134930045058,long,mid
69,2024-01-01,22:40:00,Pune,Railway Station,Residential,Prime Sedan,24.56,487.4,4.56,3.86,Card,6.04,Cancelled,0,0,Driver not moving,Driver not moving,2024-01-01 22:40:00,1,0,22,0,0,0,19.84527687296417,75,6.699866666666667,212.65266666666668,9.324266666666666,4079,206.66771512625644,very_long,premium
70,2024-01-01,23:00:00,Chennai,Airport,Market,SUV,9.97,251.43,4.48,4.04,Wallet,7.85,Completed,0,0,,,2024-01-01 23:00:00,0,1,23,0,0,0,25.21865596790371,51,6.867843137254901,194.3376470588235,8.498823529411764,4155,204.11986762936223,long,high
71,2024-01-01,23:20:00,Bengaluru,Residential,Market,Bike,0.82,61.68,4.54,4.48,Card,1.39,Completed,0,0,,,2024-01-01 23:20:00,0,1,23,0,0,0,75.21951219512195,125,6.82376,199.0232,8.686639999999999,4217,206.72134930045058,short,low
72,2024-01-01,23:40:00,Pune,Mall,Tech Park,Auto,3.85,112.91,4.19,4.07,UPI,3.79,Completed,0,0,,,2024-01-01 23:40:00,0,1,23,0,0,0,29.327272727272724,117,7.211025641025641,201.06418803418802,8.807264957264957,4079,206.66771512625644,medium,low
73,2024-01-02,00:00:00,Chennai,University,Railway Station,Bike,4.6,136.71,4.24,4.31,Card,3.79,Completed,0,0,,,2024-01-02 00:00:00,0,1,0,1,0,0,29.71956521739131,93,6.065806451612903,202.36903225806452,8.400430107526882,4155,204.11986762936223,medium,mid
74,2024-01-02,00:20:00,Mumbai,Residential,Market,Prime Sedan,14.94,274.34,4.1,3.9,Cash,5.06,Cancelled,0,1,Customer changed plans,Driver not moving,2024-01-02 00:20:00,1,0,0,1,0,0,18.362784471218205,86,5.663720930232558,206.60372093023253,8.93825581395349,4150,204.35813493975903,long,premium
75,2024-01-02,00:40:00,Bengaluru,Residential,Residential,Mini,6.63,173.77,4.43,4.6,Wallet,2.29,Completed,0,0,,,2024-01-02 00:40:00,0,1,0,1,0,0,26.20965309200604,139,6.463525179856115,212.83258992805756,9.380647482014389,4217,206.72134930045058,medium,mid
76,2024-01-02,01:00:00,Pune,University,Railway Station,Prime Sedan,1.54,73.02,4.34,3.55,Card,3.18,Completed,0,0,,,2024-01-02 01:00:00,0,1,1,1,0,0,47.41558441558441,92,6.677934782608696,193.42902173913043,8.15695652173913,4079,206.66771512625644,short,low
77,2024-01-02,01:20:00,Chennai,Hospital,Residential,Prime Sedan,7.18,169.78,4.24,4.14,Wallet,1.78,Completed,0,0,,,2024-01-02 01:20:00,0,1,1,1,0,0,23.64623955431755,95,7.635157894736842,194.36747368421052,8.443473684210526,4155,204.11986762936223,medium,mid
78,2024-01-02,01:40:00,Delhi,University,Airport,Auto,8.2,239.08,3.92,4.67,UPI,3.14,Completed,0,0,,,2024-01-02 01:40:00,0,1,1,1,0,0,29.156097560975613,130,6.815076923076924,205.0416153846154,8.803,4181,205.5532791198278,long,high
79,2024-01-02,02:00:00,Chennai,Market,Mall,Prime Sedan,5.06,136.31,4.24,4.1,Card,2.64,Completed,0,0,,,2024-01-02 02:00:00,0,1,2,1,0,0,26.938735177865617,83,6.547349397590361,199.80481927710844,8.429638554216867,4155,204.11986762936223,medium,mid
80,2024-01-02,02:20:00,Bengaluru,Tech Park,Residential,Mini,3.34,86.54,3.83,3.86,Wallet,3.08,Completed,0,0,,,2024-01-02 02:20:00,0,1,2,1,0,0,25.910179640718567,147,6.278707482993197,217.71054421768707,9.40891156462585,4217,206.72134930045058,medium,low
81,2024-01-02,02:40:00,Chennai,Market,University,SUV,26.18,557.01,4.13,4.75,Wallet,9.68,Completed,0,0,,,2024-01-02 02:40:00,0,1,2,1,0,0,21.276165011459128,52,6.044038461538462,197.995,8.600384615384616,4155,204.11986762936223,very_long,premium
82,2024-01-02,03:00:00,Pune,Railway Station,University,Auto,13.05,372.49,4.06,3.91,UPI,5.17,Cancelled,1,1,Driver asked to cancel,Long wait time,2024-01-02 03:00:00,1,0,3,1,0,0,28.54329501915709,105,6.32447619047619,209.25019047619048,8.838666666666667,4079,206.66771512625644,long,premium
83,2024-01-02,03:20:00,Delhi,Railway Station,Residential,Prime Sedan,13.8,238.29,4.27,4.11,Card,4.52,Cancelled,1,0,High fare,Customer changed plans,2024-01-02 03:20:00,1,0,3,1,0,0,17.267391304347825,106,6.931320754716982,192.87415094339622,8.188396226415094,4181,205.5532791198278,long,high
84,2024-01-02,03:40:00,Delhi,Airport,Airport,Bike,6.64,163.72,4.44,4.09,UPI,12.75,Cancelled,0,0,Customer changed plans,Long wait time,2024-01-02 03:40:00,1,0,3,1,0,0,24.656626506024097,87,6.758390804597702,216.4780459770115,9.031954022988506,4181,205.5532791198278,medium,mid
85,2024-01-02,04:00:00,Hyderabad,University,Mall,Auto,4.43,119.8,4.29,4.03,Cash,6.97,Cancelled,0,1,Driver asked to cancel,Long wait time,2024-01-02 04:00:00,1,0,4,1,0,0,27.04288939051919,133,6.010225563909774,200.9812781954887,8.647368421052631,4218,204.3446846846847,medium,low
86,2024-01-02,04:20:00,Bengaluru,Market,Hospital,Auto,5.25,143.77,4.14,4.75,Wallet,7.38,Completed,0,0,,,2024-01-02 04:20:00,0,1,4,1,0,0,27.384761904761906,126,6.663015873015873,211.19896825396825,9.022460317460316,4217,206.72134930045058,medium,mid
87,2024-01-02,04:40:00,Bengaluru,Airport,Airport,Mini,2.43,83.42,4.26,3.57,Cash,6.05,Completed,0,0,,,2024-01-02 04:40:00,0,1,4,1,0,0,34.32921810699588,137,5.755255474452555,207.4909489051095,9.122773722627736,4217,206.72134930045058,short,low
88,2024-01-02,05:00:00,Mumbai,Residential,Airport,Bike,19.85,403.9,4.4,3.94,Cash,9.84,Completed,0,0,,,2024-01-02 05:00:00,0,1,5,1,0,0,20.347607052896723,90,7.410555555555556,214.93122222222223,9.333888888888888,4150,204.35813493975903,very_long,premium
89,2024-01-02,05:20:00,Chennai,Residential,Airport,SUV,6.84,136.09,4.5,4.19,Card,10.91,Cancelled,1,1,Driver asked to cancel,Driver asked to cancel,2024-01-02 05:20:00,1,0,5,1,0,0,19.89619883040936,50,6.8862,192.22560000000001,8.4932,4155,204.11986762936223,medium,mid
90,2024-01-02,05:40:00,Bengaluru,Residential,University,SUV,17.12,395.23,4.82,4.48,UPI,6.77,Cancelled,0,0,Driver asked to cancel,Long wait time,2024-01-02 05:40:00,1,0,5,1,0,0,23.085864485981308,52,6.625192307692307,211.98288461538462,9.233461538461539,4217,206.72134930045058,very_long,premium
91,2024-01-02,06:00:00,Pune,Market,Market,Prime Sedan,5.44,133.12,5.0,3.73,Wallet,9.76,Completed,0,0,,,2024-01-02 06:00:00,0,1,6,1,0,0,24.47058823529412,79,5.973924050632911,200.74784810126582,8.724683544303797,4079,206.66771512625644,medium,mid
